statement_id,ocorrencias,locais
BH-IHF-2026-R08-080,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 843, ""sentenca"": ""Se uma Violação das Regras 8:2 a 8:7 destrói indiretamente Chance Clara de Gol do Adversário por causa da interrupção, então a Partida reinicia_com Tiro de 6 Metros para o Adversário.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 986, ""sentenca"": ""Uma Violação das Regras 8:2 a 8:7 causa Tiro Livre quando não destrói Chance Clara de Gol.""}]"
BH-IHF-2026-R08-081,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 844, ""sentenca"": ""Se uma Violação das Regras 8:2 a 8:7 não destrói Chance Clara de Gol do Adversário, então a Partida reinicia_com Tiro Livre para o Adversário.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 987, ""sentenca"": ""Uma Desqualificação por ação particularmente imprudente deve_ser_relatada por escrito.""}]"
BH-IHF-2026-R08-082,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 845, ""sentenca"": ""Uma Desqualificação por Ação Particularmente Imprudente deve_ser_reportada por escrito.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 988, ""sentenca"": ""Uma Desqualificação por ação particularmente perigosa deve_ser_relatada por escrito.""}]"
BH-IHF-2026-R08-083,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 846, ""sentenca"": ""Uma Desqualificação por Ação Particularmente Perigosa deve_ser_reportada por escrito.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 989, ""sentenca"": ""Uma Desqualificação por ação premeditada deve_ser_relatada por escrito.""}]"
BH-IHF-2026-R08-084,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 847, ""sentenca"": ""Uma Desqualificação por Ação Premeditada deve_ser_reportada por escrito.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 990, ""sentenca"": ""Uma Desqualificação por ação maliciosa deve_ser_relatada por escrito.""}]"
BH-IHF-2026-R08-085,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 848, ""sentenca"": ""Uma Desqualificação por Ação Maliciosa deve_ser_reportada por escrito.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 991, ""sentenca"": ""Se Árbitros identificam ação particularmente imprudente, então Árbitros submetem Relatório Escrito após a Partida.""}]"
BH-IHF-2026-R08-086,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 849, ""sentenca"": ""Se Árbitros identificam Ação Particularmente Imprudente, então Árbitros devem_submeter Relatório Escrito após a Partida.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 992, ""sentenca"": ""Se Árbitros identificam ação particularmente perigosa, então Árbitros submetem Relatório Escrito após a Partida.""}]"
BH-IHF-2026-R08-087,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 850, ""sentenca"": ""Se Árbitros identificam Ação Particularmente Perigosa, então Árbitros devem_submeter Relatório Escrito após a Partida.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 993, ""sentenca"": ""Se Árbitros identificam ação premeditada, então Árbitros submetem Relatório Escrito após a Partida.""}]"
BH-IHF-2026-R08-088,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 851, ""sentenca"": ""Se Árbitros identificam Ação Premeditada, então Árbitros devem_submeter Relatório Escrito após a Partida.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 994, ""sentenca"": ""Se Árbitros identificam ação maliciosa, então Árbitros submetem Relatório Escrito após a Partida.""}]"
BH-IHF-2026-R08-089,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 852, ""sentenca"": ""Se Árbitros identificam Ação Maliciosa, então Árbitros devem_submeter Relatório Escrito após a Partida.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 995, ""sentenca"": ""Uma ação particularmente imprudente pode_servir como critério decisório adicional.""}]"
BH-IHF-2026-R08-090,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 853, ""sentenca"": ""Uma Ação Premeditada pode_não_estar relacionada à Situação de Jogo.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 996, ""sentenca"": ""Uma ação particularmente perigosa pode_servir como critério decisório adicional.""}]"
BH-IHF-2026-R08-091,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 854, ""sentenca"": ""Uma Ação Maliciosa pode_não_estar relacionada à Situação de Jogo.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 997, ""sentenca"": ""Uma ação premeditada sem relação com a situação de jogo pode_servir como critério decisório adicional.""}]"
BH-IHF-2026-R08-092,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 855, ""sentenca"": ""Uma Desqualificação por Conduta Extremamente Antidesportiva deve_ser_reportada por escrito.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 998, ""sentenca"": ""Uma ação maliciosa sem relação com a situação de jogo pode_servir como critério decisório adicional.""}]"
BH-IHF-2026-R08-093,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 856, ""sentenca"": ""Se Árbitros classificam uma Conduta como Extremamente Antidesportiva, então Árbitros devem_submeter Relatório Escrito após a Partida.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 999, ""sentenca"": ""Uma Desqualificação por Conduta Extremamente Antidesportiva deve_ser_relatada por escrito.""}]"
BH-IHF-2026-R08-094,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 857, ""sentenca"": ""Um Comportamento Insultante dirigido a outra pessoa pode_caracterizar Conduta Extremamente Antidesportiva.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 1000, ""sentenca"": ""Se Árbitros classificam uma conduta como Extremamente Antidesportiva, então Árbitros submetem Relatório Escrito após a Partida.""}]"
BH-IHF-2026-R08-095,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 858, ""sentenca"": ""Um Comportamento Ameaçador dirigido a outra pessoa pode_caracterizar Conduta Extremamente Antidesportiva.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 1001, ""sentenca"": ""Um comportamento insultuoso dirigido a outra Pessoa pode_ser Conduta Extremamente Antidesportiva.""}]"
BH-IHF-2026-R08-096,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 859, ""sentenca"": ""A Interferência de Oficial de Equipe na Quadra de Jogo pode_caracterizar Conduta Extremamente Antidesportiva.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 1002, ""sentenca"": ""Um comportamento ameaçador dirigido a outra Pessoa pode_ser Conduta Extremamente Antidesportiva.""}]"
BH-IHF-2026-R08-097,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 860, ""sentenca"": ""A Interferência de Oficial de Equipe a partir da Área de Substituição pode_caracterizar Conduta Extremamente Antidesportiva.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 1003, ""sentenca"": ""Um comportamento verbal pode_ser Conduta Extremamente Antidesportiva.""}]"
BH-IHF-2026-R08-098,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 861, ""sentenca"": ""Se um Atleta destrói Chance Clara de Gol por Entrada Ilegal na Quadra, então a ação pode_caracterizar Conduta Extremamente Antidesportiva.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 1004, ""sentenca"": ""Um comportamento não verbal pode_ser Conduta Extremamente Antidesportiva.""}]"
BH-IHF-2026-R08-099,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 862, ""sentenca"": ""Se um Atleta destrói Chance Clara de Gol a partir da Área de Substituição, então a ação pode_caracterizar Conduta Extremamente Antidesportiva.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 1005, ""sentenca"": ""Uma expressão facial pode_ser Conduta Extremamente Antidesportiva.""}]"
