statement_id,arquivo,linha,sentenca,sujeito,predicado,objeto,predicado_canonico
BH-IHF-2026-R04-085,Regras 1–18.md,455,Um Atleta não_pode_usar Auxílio Ortopédico com parte de plástico rígido.,Um Atleta,não_pode_usar,Auxílio Ortopédico com parte de plástico rígido,False
BH-IHF-2026-R04-086,Regras 1–18.md,456,Um Atleta não_pode_usar Auxílio Ortopédico com parte de metal.,Um Atleta,não_pode_usar,Auxílio Ortopédico com parte de metal,False
BH-IHF-2026-R04-087,Regras 1–18.md,457,Um Atleta pode_usar Boné.,Um Atleta,pode_usar,Boné,False
BH-IHF-2026-R04-088,Regras 1–18.md,458,Um Atleta pode_usar Chapéu.,Um Atleta,pode_usar,Chapéu,False
BH-IHF-2026-R04-090,Regras 1–18.md,461,Um Atleta pode_usar Faixa de Cabeça.,Um Atleta,pode_usar,Faixa de Cabeça,False
BH-IHF-2026-R04-091,Regras 1–18.md,462,Um Atleta pode_usar Bandana.,Um Atleta,pode_usar,Bandana,False
BH-IHF-2026-R04-092,Regras 1–18.md,463,Um Atleta pode_usar Óculos de Sol de Plástico com Faixa de Retenção.,Um Atleta,pode_usar,Óculos de Sol de Plástico com Faixa de Retenção,False
BH-IHF-2026-R04-093,Regras 1–18.md,464,Um Atleta pode_usar Suporte Terapêutico de Joelho.,Um Atleta,pode_usar,Suporte Terapêutico de Joelho,False
BH-IHF-2026-R04-094,Regras 1–18.md,465,Um Atleta pode_usar Suporte Terapêutico de Cotovelo.,Um Atleta,pode_usar,Suporte Terapêutico de Cotovelo,False
BH-IHF-2026-R04-095,Regras 1–18.md,466,Um Atleta pode_usar Suporte Terapêutico de Pé.,Um Atleta,pode_usar,Suporte Terapêutico de Pé,False
BH-IHF-2026-R04-096,Regras 1–18.md,467,Um Acessório de Cabeça dos Atletas da mesma Equipe possui_cor_recomendada igual.,Um Acessório de Cabeça dos Atletas da mesma Equipe,possui_cor_recomendada,igual,False
BH-IHF-2026-R04-097,Regras 1–18.md,468,Um Acessório de Cabeça dos Oficiais da mesma Equipe possui_cor_recomendada igual.,Um Acessório de Cabeça dos Oficiais da mesma Equipe,possui_cor_recomendada,igual,False
BH-IHF-2026-R04-098,Regras 1–18.md,469,Um Atleta possui_responsabilidade sobre o próprio Acessório.,Um Atleta,possui_responsabilidade,sobre o próprio Acessório,False
BH-IHF-2026-R04-099,Regras 1–18.md,470,Um Atleta com Acessório irregular não_pode_participar da Partida até a correção da irregularidade.,Um Atleta com Acessório irregular,não_pode_participar,da Partida até a correção da irregularidade,False
BH-IHF-2026-R04-100,Regras 1–18.md,471,Uma Máscara Facial cobre a maior parte do rosto.,Uma Máscara Facial cobre a maior parte do rosto,(predicado_não_detectado),,False
BH-IHF-2026-R04-101,Regras 1–18.md,472,Um Protetor Nasal cobre somente a área do nariz.,Um Protetor Nasal cobre somente a área do nariz,(predicado_não_detectado),,False
BH-IHF-2026-R04-102,Regras 1–18.md,473,Um Atleta pode_usar Protetor Nasal.,Um Atleta,pode_usar,Protetor Nasal,False
BH-IHF-2026-R04-103,Regras 1–18.md,476,"Se um Atleta possui Sangramento, então o Atleta deve_sair_da Quadra de Jogo imediatamente.",Se um Atleta,possui,"Sangramento, então o Atleta deve_sair_da Quadra de Jogo imediatamente",True
BH-IHF-2026-R04-104,Regras 1–18.md,477,"Se um Atleta possui Sangue no Corpo, então o Atleta deve_sair_da Quadra de Jogo imediatamente.",Se um Atleta,possui,"Sangue no Corpo, então o Atleta deve_sair_da Quadra de Jogo imediatamente",True
BH-IHF-2026-R04-105,Regras 1–18.md,478,"Se um Atleta possui Sangue no Uniforme, então o Atleta deve_sair_da Quadra de Jogo imediatamente.",Se um Atleta,possui,"Sangue no Uniforme, então o Atleta deve_sair_da Quadra de Jogo imediatamente",True
BH-IHF-2026-R04-106,Regras 1–18.md,479,Um Atleta com Sangramento usa Substituição Normal para sair da Quadra de Jogo.,Um Atleta com Sangramento usa Substituição Normal para sair da Quadra de Jogo,(predicado_não_detectado),,False
BH-IHF-2026-R04-107,Regras 1–18.md,480,Um Atleta com Sangramento não_pode_retornar antes da interrupção do Sangramento.,Um Atleta com Sangramento,não_pode_retornar,antes da interrupção do Sangramento,False
BH-IHF-2026-R04-108,Regras 1–18.md,481,Um Atleta com Ferida não_pode_retornar antes da cobertura da Ferida.,Um Atleta com Ferida,não_pode_retornar,antes da cobertura da Ferida,False
BH-IHF-2026-R04-109,Regras 1–18.md,482,Um Atleta com Sangue no Corpo não_pode_retornar antes da limpeza do Corpo.,Um Atleta com Sangue no Corpo,não_pode_retornar,antes da limpeza do Corpo,False
BH-IHF-2026-R04-110,Regras 1–18.md,483,Um Atleta com Sangue no Uniforme não_pode_retornar antes da limpeza do Uniforme.,Um Atleta com Sangue no Uniforme,não_pode_retornar,antes da limpeza do Uniforme,False
BH-IHF-2026-R04-111,Regras 1–18.md,484,"Se um Atleta descumpre instrução dos Árbitros sobre Sangramento, então o Atleta comete Conduta Antidesportiva.","Se um Atleta descumpre instrução dos Árbitros sobre Sangramento, então o Atleta comete Conduta Antidesportiva",(predicado_não_detectado),,False
BH-IHF-2026-R04-112,Regras 1–18.md,487,Um Substituto pode_entrar_na Partida a qualquer momento.,Um Substituto,pode_entrar_na,Partida a qualquer momento,False
BH-IHF-2026-R04-113,Regras 1–18.md,488,Um Substituto pode_entrar_na Partida repetidamente.,Um Substituto,pode_entrar_na,Partida repetidamente,False
BH-IHF-2026-R04-114,Regras 1–18.md,489,Um Substituto não_precisa_notificar a Mesa antes da entrada.,Um Substituto,não_precisa_notificar,a Mesa antes da entrada,False
BH-IHF-2026-R04-115,Regras 1–18.md,490,Um Substituto só_pode_entrar_na Quadra de Jogo após a saída do Atleta substituído.,Um Substituto,só_pode_entrar_na,Quadra de Jogo após a saída do Atleta substituído,False
BH-IHF-2026-R04-116,Regras 1–18.md,491,Um Substituto entra_na Quadra de Jogo pela própria Linha de Substituição.,Um Substituto,entra_na,Quadra de Jogo pela própria Linha de Substituição,False
BH-IHF-2026-R04-117,Regras 1–18.md,492,Uma Substituição de Goleiro obedece aos requisitos gerais de Substituição.,Uma Substituição de Goleiro obedece aos requisitos gerais de Substituição,(predicado_não_detectado),,False
BH-IHF-2026-R04-118,Regras 1–18.md,493,Uma Substituição durante Tempo Técnico obedece aos requisitos gerais de Substituição.,Uma Substituição durante Tempo Técnico obedece aos requisitos gerais de Substituição,(predicado_não_detectado),,False
BH-IHF-2026-R04-119,Regras 1–18.md,494,Uma Substituição durante Tempo Técnico de Equipe não_obedece aos requisitos gerais de Substituição.,Uma Substituição durante Tempo Técnico de Equipe,não_obedece,aos requisitos gerais de Substituição,False
BH-IHF-2026-R04-120,Regras 1–18.md,495,"Se uma Substituição Irregular exige interrupção da Partida, então a Partida reinicia_com Tiro Livre ou Tiro de 6 Metros para a Equipe Adversária.","Se uma Substituição Irregular exige interrupção da Partida, então a Partida",reinicia_com,Tiro Livre ou Tiro de 6 Metros para a Equipe Adversária,True
BH-IHF-2026-R04-121,Regras 1–18.md,496,"Se uma Substituição Irregular não exige interrupção da Partida, então a Partida reinicia_com o Reinício de Jogo correspondente.","Se uma Substituição Irregular não exige interrupção da Partida, então a Partida",reinicia_com,o Reinício de Jogo correspondente,True
BH-IHF-2026-R04-122,Regras 1–18.md,497,Um Atleta culpado por Substituição Irregular recebe Suspensão.,Um Atleta culpado por Substituição Irregular recebe Suspensão,(predicado_não_detectado),,False
BH-IHF-2026-R04-123,Regras 1–18.md,498,"Se mais de um Atleta da mesma Equipe comete Substituição Irregular na mesma situação, então somente o primeiro Atleta infrator recebe Penalidade.","Se mais de um Atleta da mesma Equipe comete Substituição Irregular na mesma situação, então somente o primeiro Atleta infrator recebe Penalidade",(predicado_não_detectado),,False
BH-IHF-2026-R04-124,Regras 1–18.md,499,"Se um Atleta adicional entra_na Quadra de Jogo sem Substituição, então o Atleta recebe Suspensão.",Se um Atleta adicional,entra_na,"Quadra de Jogo sem Substituição, então o Atleta recebe Suspensão",False
BH-IHF-2026-R04-125,Regras 1–18.md,500,"Se um Atleta interfere ilegalmente na Partida a partir da Área de Substituição, então o Atleta recebe Suspensão.","Se um Atleta interfere ilegalmente na Partida a partir da Área de Substituição, então o Atleta recebe Suspensão",(predicado_não_detectado),,False
BH-IHF-2026-R04-126,Regras 1–18.md,501,"Se um Atleta recebe Suspensão por entrada adicional, então a Equipe reduz exatamente um Atleta na Quadra de Jogo [número inteiro].","Se um Atleta recebe Suspensão por entrada adicional, então a Equipe reduz exatamente um Atleta na Quadra de Jogo [número inteiro]",(predicado_não_detectado),,False
BH-IHF-2026-R04-127,Regras 1–18.md,502,"Se um Atleta entra_na Quadra de Jogo durante Suspensão, então o Atleta recebe Suspensão adicional.",Se um Atleta,entra_na,"Quadra de Jogo durante Suspensão, então o Atleta recebe Suspensão adicional",False
BH-IHF-2026-R04-128,Regras 1–18.md,503,Uma Suspensão adicional por entrada durante Suspensão inicia imediatamente.,Uma Suspensão adicional por entrada durante Suspensão inicia imediatamente,(predicado_não_detectado),,False
BH-IHF-2026-R04-129,Regras 1–18.md,504,Uma entrada durante Suspensão causa Desqualificação do Atleta.,Uma entrada durante Suspensão causa Desqualificação do Atleta,(predicado_não_detectado),,False
BH-IHF-2026-R04-130,Regras 1–18.md,505,"Se a Equipe Adversária possui Posse da Bola no instante da entrada durante Suspensão, então a Equipe do Atleta suspenso sofre Redução Adicional.",Se a Equipe Adversária,possui,"Posse da Bola no instante da entrada durante Suspensão, então a Equipe do Atleta suspenso sofre Redução Adicional",True
BH-IHF-2026-R04-131,Regras 1–18.md,506,"Se a Equipe do Atleta suspenso possui Posse da Bola no instante da entrada durante Suspensão, então a Equipe do Atleta suspenso reduz exatamente um Atleta na Quadra de Jogo [número inteiro].",Se a Equipe do Atleta suspenso,possui,"Posse da Bola no instante da entrada durante Suspensão, então a Equipe do Atleta suspenso reduz exatamente um Atleta na Quadra de Jogo [número inteiro]",True
BH-IHF-2026-R04-132,Regras 1–18.md,507,Uma entrada durante Suspensão reinicia a Partida com Tiro Livre para a Equipe Adversária.,Uma entrada durante Suspensão reinicia a Partida com Tiro Livre para a Equipe Adversária,(predicado_não_detectado),,False
BH-IHF-2026-R05-001,Regras 1–18.md,526,Um Goleiro pode_tocar a Bola com qualquer parte do corpo durante Ato de Defesa dentro da Área de Gol.,Um Goleiro,pode_tocar,a Bola com qualquer parte do corpo durante Ato de Defesa dentro da Área de Gol,False
BH-IHF-2026-R05-002,Regras 1–18.md,527,Um Goleiro pode_mover-se com a Bola dentro da Área de Gol.,Um Goleiro,pode_mover-se,com a Bola dentro da Área de Gol,False
BH-IHF-2026-R05-003,Regras 1–18.md,528,"Um Goleiro dentro da Área de Gol não_está_sujeito às restrições de Jogador de Linha previstas nas Regras 7:2, 7:3, 7:4 e 7:7.",Um Goleiro dentro da Área de Gol,não_está_sujeito,"às restrições de Jogador de Linha previstas nas Regras 7:2, 7:3, 7:4 e 7:7",False
BH-IHF-2026-R05-004,Regras 1–18.md,529,Um Goleiro não_pode_retardar a execução do Tiro de Goleiro.,Um Goleiro,não_pode_retardar,a execução do Tiro de Goleiro,False
BH-IHF-2026-R05-005,Regras 1–18.md,530,Um Goleiro pode_sair_da Área de Gol sem a Bola.,Um Goleiro,pode_sair_da,Área de Gol sem a Bola,False
BH-IHF-2026-R05-006,Regras 1–18.md,531,Um Goleiro sem a Bola pode_participar do jogo na Área de Jogo.,Um Goleiro sem a Bola,pode_participar,do jogo na Área de Jogo,False
BH-IHF-2026-R05-007,Regras 1–18.md,532,"Se um Goleiro participa do jogo na Área de Jogo, então o Goleiro fica_sujeito às regras aplicáveis aos Jogadores de Linha na Área de Jogo.","Se um Goleiro participa do jogo na Área de Jogo, então o Goleiro",fica_sujeito,às regras aplicáveis aos Jogadores de Linha na Área de Jogo,False
BH-IHF-2026-R05-008,Regras 1–18.md,533,Um Goleiro é_considerado fora da Área de Gol quando qualquer parte do corpo toca a areia fora da Linha da Área de Gol.,Um Goleiro é_considerado fora da Área de Gol quando qualquer parte do corpo,toca,a areia fora da Linha da Área de Gol,True
BH-IHF-2026-R05-009,Regras 1–18.md,534,Um Goleiro pode_sair_da Área de Gol com a Bola.,Um Goleiro,pode_sair_da,Área de Gol com a Bola,False
BH-IHF-2026-R05-010,Regras 1–18.md,535,Um Goleiro que sai_da Área de Gol com a Bola pode_jogar a Bola novamente na Área de Jogo se o Goleiro não_controlou a Bola.,Um Goleiro que sai_da Área de Gol com a Bola pode_jogar a Bola novamente na Área de Jogo se o Goleiro,não_controlou,a Bola,False
BH-IHF-2026-R05-011,Regras 1–18.md,538,Um Goleiro não_pode_colocar Adversário em Perigo durante Ato de Defesa.,Um Goleiro,não_pode_colocar,Adversário em Perigo durante Ato de Defesa,False
BH-IHF-2026-R05-012,Regras 1–18.md,539,Um Goleiro não_pode_sair_da Área de Gol com a Bola sob Controle.,Um Goleiro,não_pode_sair_da,Área de Gol com a Bola sob Controle,False
BH-IHF-2026-R05-013,Regras 1–18.md,540,"Se os Árbitros apitaram a execução do Tiro de Goleiro e o Goleiro sai_da Área de Gol com a Bola sob Controle, então a Partida reinicia_com Tiro Livre para a Equipe Adversária.","Se os Árbitros apitaram a execução do Tiro de Goleiro e o Goleiro sai_da Área de Gol com a Bola sob Controle, então a Partida",reinicia_com,Tiro Livre para a Equipe Adversária,True
BH-IHF-2026-R05-014,Regras 1–18.md,541,"Se os Árbitros não apitaram a execução do Tiro de Goleiro e o Goleiro sai_da Área de Gol com a Bola sob Controle, então o Tiro de Goleiro deve_ser_repetido.","Se os Árbitros não apitaram a execução do Tiro de Goleiro e o Goleiro sai_da Área de Gol com a Bola sob Controle, então o Tiro de Goleiro",deve_ser_repetido,,False
BH-IHF-2026-R05-015,Regras 1–18.md,542,Um Goleiro não_pode_tocar a Bola novamente fora da Área de Gol após Tiro de Goleiro antes de toque de outro Atleta.,Um Goleiro,não_pode_tocar,a Bola novamente fora da Área de Gol após Tiro de Goleiro antes de toque de outro Atleta,True
BH-IHF-2026-R05-016,Regras 1–18.md,543,"Se um Goleiro toca a Bola novamente fora da Área de Gol após Tiro de Goleiro antes de toque de outro Atleta, então a Partida reinicia_com Tiro Livre para a Equipe Adversária.","Se um Goleiro toca a Bola novamente fora da Área de Gol após Tiro de Goleiro antes de toque de outro Atleta, então a Partida",reinicia_com,Tiro Livre para a Equipe Adversária,True
BH-IHF-2026-R05-017,Regras 1–18.md,544,Um Goleiro dentro da Área de Gol não_pode_tocar a Bola parada na areia fora da Área de Gol.,Um Goleiro dentro da Área de Gol,não_pode_tocar,a Bola parada na areia fora da Área de Gol,True
BH-IHF-2026-R05-018,Regras 1–18.md,545,Um Goleiro dentro da Área de Gol não_pode_tocar a Bola rolando na areia fora da Área de Gol.,Um Goleiro dentro da Área de Gol,não_pode_tocar,a Bola rolando na areia fora da Área de Gol,True
BH-IHF-2026-R05-019,Regras 1–18.md,546,"Se um Goleiro dentro da Área de Gol toca a Bola parada na areia fora da Área de Gol, então a Partida reinicia_com Tiro Livre para a Equipe Adversária.","Se um Goleiro dentro da Área de Gol toca a Bola parada na areia fora da Área de Gol, então a Partida",reinicia_com,Tiro Livre para a Equipe Adversária,True
BH-IHF-2026-R05-020,Regras 1–18.md,547,"Se um Goleiro dentro da Área de Gol toca a Bola rolando na areia fora da Área de Gol, então a Partida reinicia_com Tiro Livre para a Equipe Adversária.","Se um Goleiro dentro da Área de Gol toca a Bola rolando na areia fora da Área de Gol, então a Partida",reinicia_com,Tiro Livre para a Equipe Adversária,True
BH-IHF-2026-R05-021,Regras 1–18.md,548,Um Goleiro não_pode_levar para a Área de Gol a Bola parada na areia fora da Área de Gol.,Um Goleiro,não_pode_levar,para a Área de Gol a Bola parada na areia fora da Área de Gol,False
BH-IHF-2026-R05-022,Regras 1–18.md,549,Um Goleiro não_pode_levar para a Área de Gol a Bola rolando na areia fora da Área de Gol.,Um Goleiro,não_pode_levar,para a Área de Gol a Bola rolando na areia fora da Área de Gol,False
BH-IHF-2026-R05-023,Regras 1–18.md,550,"Se um Goleiro leva para a Área de Gol a Bola parada na areia fora da Área de Gol, então a Partida reinicia_com Tiro Livre para a Equipe Adversária.","Se um Goleiro leva para a Área de Gol a Bola parada na areia fora da Área de Gol, então a Partida",reinicia_com,Tiro Livre para a Equipe Adversária,True
BH-IHF-2026-R05-024,Regras 1–18.md,551,"Se um Goleiro leva para a Área de Gol a Bola rolando na areia fora da Área de Gol, então a Partida reinicia_com Tiro Livre para a Equipe Adversária.","Se um Goleiro leva para a Área de Gol a Bola rolando na areia fora da Área de Gol, então a Partida",reinicia_com,Tiro Livre para a Equipe Adversária,True
BH-IHF-2026-R05-025,Regras 1–18.md,552,Um Goleiro não_pode_reentrar_na Área de Gol a partir da Área de Jogo com a Bola.,Um Goleiro,não_pode_reentrar_na,Área de Gol a partir da Área de Jogo com a Bola,False
BH-IHF-2026-R05-026,Regras 1–18.md,553,"Se um Goleiro reentra_na Área de Gol a partir da Área de Jogo com a Bola, então a Partida reinicia_com Tiro Livre para a Equipe Adversária.","Se um Goleiro reentra_na Área de Gol a partir da Área de Jogo com a Bola, então a Partida",reinicia_com,Tiro Livre para a Equipe Adversária,True
BH-IHF-2026-R05-027,Regras 1–18.md,554,Um Goleiro não_pode_tocar com o pé a Bola parada na areia dentro da Área de Gol.,Um Goleiro,não_pode_tocar,com o pé a Bola parada na areia dentro da Área de Gol,True
BH-IHF-2026-R05-028,Regras 1–18.md,555,Um Goleiro não_pode_tocar com a perna abaixo do joelho a Bola parada na areia dentro da Área de Gol.,Um Goleiro,não_pode_tocar,com a perna abaixo do joelho a Bola parada na areia dentro da Área de Gol,True
BH-IHF-2026-R05-029,Regras 1–18.md,556,Um Goleiro não_pode_tocar com o pé a Bola que se move da Área de Gol para a Área de Jogo.,Um Goleiro,não_pode_tocar,com o pé a Bola que se move da Área de Gol para a Área de Jogo,True
BH-IHF-2026-R05-030,Regras 1–18.md,557,Um Goleiro não_pode_tocar com a perna abaixo do joelho a Bola que se move da Área de Gol para a Área de Jogo.,Um Goleiro,não_pode_tocar,com a perna abaixo do joelho a Bola que se move da Área de Gol para a Área de Jogo,True
BH-IHF-2026-R05-031,Regras 1–18.md,558,"Se um Goleiro toca com o pé a Bola parada na areia dentro da Área de Gol, então a Partida reinicia_com Tiro Livre para a Equipe Adversária.","Se um Goleiro toca com o pé a Bola parada na areia dentro da Área de Gol, então a Partida",reinicia_com,Tiro Livre para a Equipe Adversária,True
BH-IHF-2026-R05-032,Regras 1–18.md,559,"Se um Goleiro toca com a perna abaixo do joelho a Bola parada na areia dentro da Área de Gol, então a Partida reinicia_com Tiro Livre para a Equipe Adversária.","Se um Goleiro toca com a perna abaixo do joelho a Bola parada na areia dentro da Área de Gol, então a Partida",reinicia_com,Tiro Livre para a Equipe Adversária,True
BH-IHF-2026-R05-033,Regras 1–18.md,560,"Se um Goleiro toca com o pé a Bola que se move da Área de Gol para a Área de Jogo, então a Partida reinicia_com Tiro Livre para a Equipe Adversária.","Se um Goleiro toca com o pé a Bola que se move da Área de Gol para a Área de Jogo, então a Partida",reinicia_com,Tiro Livre para a Equipe Adversária,True
BH-IHF-2026-R05-034,Regras 1–18.md,561,"Se um Goleiro toca com a perna abaixo do joelho a Bola que se move da Área de Gol para a Área de Jogo, então a Partida reinicia_com Tiro Livre para a Equipe Adversária.","Se um Goleiro toca com a perna abaixo do joelho a Bola que se move da Área de Gol para a Área de Jogo, então a Partida",reinicia_com,Tiro Livre para a Equipe Adversária,True
BH-IHF-2026-R05-035,Regras 1–18.md,562,A Interpretação de Vantagem da Regra 15:7 aplica-se ao Goleiro que perde a Bola fora da Área de Gol após cruzar a Linha da Área de Gol com a Bola na mão.,A Interpretação de Vantagem da Regra 15:7 aplica-se ao Goleiro que perde a Bola fora da Área de Gol após cruzar a Linha da Área de Gol com a Bola na mão,(predicado_não_detectado),,False
BH-IHF-2026-R05-036,Regras 1–18.md,565,Um Goleiro entra_na Quadra de Jogo exclusivamente pela Linha Lateral da própria Área de Gol.,Um Goleiro,entra_na,Quadra de Jogo exclusivamente pela Linha Lateral da própria Área de Gol,False
BH-IHF-2026-R05-037,Regras 1–18.md,566,Um Goleiro entra_na Quadra de Jogo exclusivamente pelo lado da própria Área de Substituição.,Um Goleiro,entra_na,Quadra de Jogo exclusivamente pelo lado da própria Área de Substituição,False
BH-IHF-2026-R05-038,Regras 1–18.md,567,Um Goleiro pode_sair_da Área de Jogo pela Linha Lateral da própria Área de Substituição.,Um Goleiro,pode_sair_da,Área de Jogo pela Linha Lateral da própria Área de Substituição,False
BH-IHF-2026-R05-039,Regras 1–18.md,568,Um Goleiro pode_sair_da Área de Jogo pela Linha Lateral da própria Área de Gol.,Um Goleiro,pode_sair_da,Área de Jogo pela Linha Lateral da própria Área de Gol,False
BH-IHF-2026-R05-040,Regras 1–18.md,569,Um Goleiro sai_da Área de Jogo exclusivamente pelo lado da própria Área de Substituição.,Um Goleiro,sai_da,Área de Jogo exclusivamente pelo lado da própria Área de Substituição,False
BH-IHF-2026-R06-001,Regras 1–18.md,585,Somente um Goleiro pode_entrar_na Área de Gol.,Somente um Goleiro,pode_entrar_na,Área de Gol,False
BH-IHF-2026-R06-002,Regras 1–18.md,586,A Área de Gol inclui a Linha da Área de Gol.,A Área de Gol inclui a Linha da Área de Gol,(predicado_não_detectado),,False
BH-IHF-2026-R06-003,Regras 1–18.md,587,Um Jogador de Linha entra_na Área de Gol quando qualquer parte do corpo toca a Área de Gol.,Um Jogador de Linha entra_na Área de Gol quando qualquer parte do corpo,toca,a Área de Gol,True
BH-IHF-2026-R06-004,Regras 1–18.md,588,Um Jogador de Linha entra_na Área de Gol quando qualquer parte do corpo toca a Linha da Área de Gol.,Um Jogador de Linha entra_na Área de Gol quando qualquer parte do corpo,toca,a Linha da Área de Gol,True
BH-IHF-2026-R06-005,Regras 1–18.md,591,"Se um Jogador de Linha da Equipe Adversária entra_na Área de Gol em Posse da Bola, então a Partida reinicia_com Tiro de Goleiro.","Se um Jogador de Linha da Equipe Adversária entra_na Área de Gol em Posse da Bola, então a Partida",reinicia_com,Tiro de Goleiro,True
BH-IHF-2026-R06-006,Regras 1–18.md,592,"Se um Jogador de Linha da Equipe Adversária entra_na Área de Gol sem a Bola e ganha Vantagem, então a Partida reinicia_com Tiro de Goleiro.","Se um Jogador de Linha da Equipe Adversária entra_na Área de Gol sem a Bola e ganha Vantagem, então a Partida",reinicia_com,Tiro de Goleiro,True
BH-IHF-2026-R06-007,Regras 1–18.md,593,"Se um Jogador de Linha da Equipe Defensora entra_na Área de Gol e ganha Vantagem sem destruir Chance Clara de Gol, então a Partida reinicia_com Tiro Livre.","Se um Jogador de Linha da Equipe Defensora entra_na Área de Gol e ganha Vantagem sem destruir Chance Clara de Gol, então a Partida",reinicia_com,Tiro Livre,True
BH-IHF-2026-R06-008,Regras 1–18.md,594,"Se um Jogador de Linha da Equipe Defensora entra_na Área de Gol e destrói Chance Clara de Gol, então a Partida reinicia_com Tiro de 6 Metros.","Se um Jogador de Linha da Equipe Defensora entra_na Área de Gol e destrói Chance Clara de Gol, então a Partida",reinicia_com,Tiro de 6 Metros,True
BH-IHF-2026-R06-009,Regras 1–18.md,597,"Se um Atleta entra_na Área de Gol após jogar a Bola e não cria Desvantagem para a Equipe Adversária, então a entrada possui_status SEM_PENALIDADE.","Se um Atleta entra_na Área de Gol após jogar a Bola e não cria Desvantagem para a Equipe Adversária, então a entrada",possui_status,SEM_PENALIDADE,True
BH-IHF-2026-R06-010,Regras 1–18.md,598,"Se um Atleta entra_na Área de Gol sem a Bola e não ganha Vantagem, então a entrada possui_status SEM_PENALIDADE.","Se um Atleta entra_na Área de Gol sem a Bola e não ganha Vantagem, então a entrada",possui_status,SEM_PENALIDADE,True
BH-IHF-2026-R06-011,Regras 1–18.md,599,"Se um Jogador de Linha da Equipe Defensora entra_na Área de Gol durante Tentativa de Defesa e não causa Desvantagem para a Equipe Adversária, então a entrada possui_status SEM_PENALIDADE.","Se um Jogador de Linha da Equipe Defensora entra_na Área de Gol durante Tentativa de Defesa e não causa Desvantagem para a Equipe Adversária, então a entrada",possui_status,SEM_PENALIDADE,True
BH-IHF-2026-R06-012,Regras 1–18.md,600,"Se um Jogador de Linha da Equipe Defensora entra_na Área de Gol após Tentativa de Defesa e não causa Desvantagem para a Equipe Adversária, então a entrada possui_status SEM_PENALIDADE.","Se um Jogador de Linha da Equipe Defensora entra_na Área de Gol após Tentativa de Defesa e não causa Desvantagem para a Equipe Adversária, então a entrada",possui_status,SEM_PENALIDADE,True
BH-IHF-2026-R06-013,Regras 1–18.md,603,A Bola pertence_ao Goleiro quando a Bola está_na Área de Gol.,A Bola,pertence_ao,Goleiro quando a Bola está_na Área de Gol,False
BH-IHF-2026-R06-014,Regras 1–18.md,604,A exceção da Regra 6:5 limita a regra geral de pertencimento da Bola ao Goleiro.,A exceção da Regra 6:5 limita a regra geral de pertencimento da Bola ao Goleiro,(predicado_não_detectado),,False
BH-IHF-2026-R06-015,Regras 1–18.md,605,A Bola parada pode_ser_jogada dentro da Área de Gol.,A Bola parada,pode_ser_jogada,dentro da Área de Gol,False
BH-IHF-2026-R06-016,Regras 1–18.md,606,A Bola rolando pode_ser_jogada dentro da Área de Gol.,A Bola rolando,pode_ser_jogada,dentro da Área de Gol,False
BH-IHF-2026-R06-017,Regras 1–18.md,607,Um Jogador de Linha não_pode_entrar_na Área de Gol para jogar a Bola parada.,Um Jogador de Linha,não_pode_entrar_na,Área de Gol para jogar a Bola parada,False
BH-IHF-2026-R06-018,Regras 1–18.md,608,Um Jogador de Linha não_pode_entrar_na Área de Gol para jogar a Bola rolando.,Um Jogador de Linha,não_pode_entrar_na,Área de Gol para jogar a Bola rolando,False
BH-IHF-2026-R06-019,Regras 1–18.md,609,"Se um Jogador de Linha entra_na Área de Gol para jogar a Bola parada, então a Partida reinicia_com Tiro Livre.","Se um Jogador de Linha entra_na Área de Gol para jogar a Bola parada, então a Partida",reinicia_com,Tiro Livre,True
BH-IHF-2026-R06-020,Regras 1–18.md,610,"Se um Jogador de Linha entra_na Área de Gol para jogar a Bola rolando, então a Partida reinicia_com Tiro Livre.","Se um Jogador de Linha entra_na Área de Gol para jogar a Bola rolando, então a Partida",reinicia_com,Tiro Livre,True
BH-IHF-2026-R06-021,Regras 1–18.md,613,A Bola no ar sobre a Área de Gol pode_ser_jogada.,A Bola no ar sobre a Área de Gol,pode_ser_jogada,,False
BH-IHF-2026-R06-022,Regras 1–18.md,614,A Bola no ar sobre a Área de Gol não_pode_ser_jogada durante Tiro de Goleiro.,A Bola no ar sobre a Área de Gol,não_pode_ser_jogada,durante Tiro de Goleiro,False
BH-IHF-2026-R06-023,Regras 1–18.md,615,"Se a Bola termina_na Área de Gol, então o Goleiro coloca a Bola em jogo por Tiro de Goleiro.",Se a Bola,termina_na,"Área de Gol, então o Goleiro coloca a Bola em jogo por Tiro de Goleiro",False
BH-IHF-2026-R06-024,Regras 1–18.md,616,"Se um Atleta da Equipe Defensora toca a Bola durante Ato de Defesa e a Bola é segurada pelo Goleiro, então o jogo continua por Tiro de Goleiro.",Se um Atleta da Equipe Defensora,toca,"a Bola durante Ato de Defesa e a Bola é segurada pelo Goleiro, então o jogo continua por Tiro de Goleiro",True
BH-IHF-2026-R06-025,Regras 1–18.md,617,"Se um Atleta da Equipe Defensora toca a Bola durante Ato de Defesa e a Bola fica parada na Área de Gol, então o jogo continua por Tiro de Goleiro.",Se um Atleta da Equipe Defensora,toca,"a Bola durante Ato de Defesa e a Bola fica parada na Área de Gol, então o jogo continua por Tiro de Goleiro",True
